,class,suff,to_cut
1669,V,re,1
1670,V,re,3
1671,A,a,1
1672,V,re,3
1673,N,are,1
1674,N,o,1
1675,V,,4
1676,V,e,2
1677,V,re,5
1678,V,are,4
1679,V,re,3
1680,V,re,3
1681,V,are,4
1682,V,re,3
1683,A,,0
1684,V,are,5
1685,A,,0
1686,V,ere,2
1687,V,are,6
1688,N,,0
1689,V,re,4
1690,V,re,0
1691,V,re,2
1692,V,re,2
1693,V,are,8
1694,A,o,0
1695,A,o,2
1696,V,are,6
1697,V,re,2
1698,V,are,4
1699,V,re,3
1700,V,re,3
1701,V,are,7
1702,A,,0
1703,V,re,2
1704,A,e,1
1705,V,are,5
1706,V,re,3
1707,V,re,4
1708,N,,0
1709,V,re,2
1710,V,e,3
1711,V,re,4
1712,A,o,1
1713,V,iare,4
1714,V,re,1
1715,V,e,0
1716,V,re,2
1717,V,re,4
1718,V,re,2
1719,V,are,4
1720,V,are,7
1721,V,e,3
1722,V,,3
1723,V,are,1
1724,V,are,7
1725,V,re,1
1726,A,o,1
1727,V,re,4
1728,V,re,3
1729,A,o,1
1730,V,are,6
1731,A,,1
1732,A,o,1
1733,V,re,3
1734,V,are,6
1735,V,re,2
1736,V,re,2
1737,V,re,2
1738,V,are,8
1739,V,re,2
1740,V,are,3
1741,V,re,3
1742,V,,0
1743,V,re,3
1744,V,re,3
1745,V,re,2
1746,V,re,5
1747,V,re,4
1748,N,o,1
1749,A,are,1
1750,V,re,4
1751,V,are,6
1752,V,are,6
1753,V,re,3
1754,V,re,5
1755,V,re,2
1756,V,re,3
1757,V,are,4
1758,V,are,6
1759,V,re,3
1760,V,are,4
1761,V,are,7
1762,A,re,3
1763,V,re,2
1764,V,re,1
1765,V,are,1
1766,V,re,2
1767,V,re,4
1768,A,re,3
1769,A,re,3
1770,V,re,3
1771,V,,3
1772,V,re,2
1773,V,are,6
1774,V,re,3
1775,V,are,6
1776,V,,3
1777,V,are,6
1778,V,are,7
1779,N,o,1
1780,A,o,1
1781,V,re,2
1782,V,,0
1783,V,re,3
1784,V,re,2
1785,N,,0
1786,V,,3
1787,V,re,4
1788,V,re,2
1789,V,re,3
1790,V,re,3
1791,A,o,1
1792,N,,0
1793,V,are,4
1794,V,,0
1795,A,o,1
1796,V,are,4
1797,V,are,5
1798,V,iare,6
1799,V,re,3
1800,A,,0
1801,V,re,4
1802,V,re,3
1803,V,re,3
1804,V,re,2
1805,V,e,1
1806,N,e,1
1807,V,re,5
1808,N,,0
1809,V,,0
1810,V,re,1
1811,V,are,4
1812,V,are,4
1813,V,are,5
1814,V,are,5
1815,V,re,2
1816,V,are,4
1817,A,e,1
1818,V,are,6
1819,V,are,6
1820,A,re,3
1821,V,re,4
1822,V,re,3
1823,V,re,1
1824,N,,0
1825,N,,1
1826,V,iare,8
1827,V,re,1
1828,A,,0
1829,V,are,4
1830,V,ire,2
1831,V,re,3
1832,A,o,1
1833,N,,0
1834,V,re,3
1835,V,are,6
1836,V,,3
1837,V,are,5
1838,V,re,4
1839,V,re,3
1840,A,o,1
1841,V,re,3
1842,V,ere,3
1843,V,re,3
1844,V,are,2
1845,V,e,2
1846,V,re,3
1847,V,are,0
1848,V,re,0
1849,A,re,3
1850,V,are,3
1851,V,are,6
1852,V,are,6
1853,V,re,2
1854,V,e,3
1855,V,re,3
1856,A,o,2
1857,A,re,3
1858,V,are,3
1859,N,,0
1860,V,e,1
1861,A,o,1
1862,V,are,2
1863,V,,0
1864,N,re,3
1865,V,re,1
1866,V,are,1
1867,V,re,1
1868,V,iare,6
1869,V,re,2
1870,V,are,6
1871,V,e,2
1872,V,re,4
1873,V,are,2
1874,V,re,5
1875,V,,0
1876,N,a,1
1877,V,are,4
1878,V,re,3
1879,V,rre,4
1880,V,are,6
1881,A,o,0
1882,V,re,4
1883,V,are,1
1884,V,are,6
1885,V,e,2
1886,V,re,0
1887,V,re,3
1888,A,o,1
1889,V,are,1
1890,V,re,3
1891,V,,0
1892,V,are,8
1893,V,re,1
1894,V,ere,3
1895,V,are,6
1896,V,re,3
1897,V,are,8
1898,V,re,1
1899,V,re,5
1900,V,re,3
1901,V,re,3
1902,V,re,4
1903,V,e,0
1904,A,o,1
1905,V,are,5
1906,V,ere,2
1907,V,are,5
1908,V,ndere,2
1909,V,are,3
1910,V,are,3
1911,V,re,3
1912,V,re,0
1913,V,are,7
1914,V,re,3
1915,V,iare,5
1916,V,re,3
1917,V,re,2
1918,V,are,3
1919,A,o,2
1920,V,re,2
1921,V,are,5
1922,A,re,3
1923,V,e,2
1924,A,re,0
1925,V,re,2
1926,V,re,2
1927,V,,0
1928,V,e,3
1929,V,are,8
1930,V,re,5
1931,V,re,5
1932,V,re,3
1933,V,e,0
1934,V,re,2
1935,N,a,1
1936,V,are,7
1937,V,re,3
1938,V,iare,6
1939,V,re,2
1940,V,re,2
1941,V,are,6
1942,V,are,4
1943,V,re,1
1944,V,re,4
1945,V,are,5
1946,V,re,4
1947,V,re,2
1948,V,re,2
1949,V,re,2
1950,V,re,3
1951,V,re,3
1952,V,are,3
1953,V,gliere,3
1954,V,re,1
1955,A,re,3
1956,V,re,3
1957,V,are,4
1958,V,re,4
1959,V,re,3
1960,V,ire,3
1961,A,re,3
1962,V,ire,2
1963,V,are,1
1964,V,re,3
1965,V,e,0
1966,V,e,2
1967,V,e,2
1968,V,re,3
1969,N,,0
1970,V,are,6
1971,V,re,2
1972,N,a,1
1973,V,are,4
1974,A,o,1
1975,V,re,3
1976,V,ere,1
1977,V,are,3
1978,A,re,3
1979,V,re,3
1980,V,re,3
1981,V,are,6
1982,V,re,3
1983,V,ere,4
1984,V,re,3
1985,A,o,1
1986,A,a,1
1987,V,re,4
1988,V,re,3
1989,V,re,4
1990,V,re,2
1991,V,are,3
1992,V,re,4
1993,V,are,4
1994,V,re,3
1995,V,are,8
1996,V,re,2
1997,A,o,1
1998,V,are,4
1999,V,are,6
2000,A,re,3
2001,V,re,5
2002,V,are,6
2003,A,re,0
2004,V,gere,3
2005,V,are,8
2006,N,are,1
2007,V,are,5
2008,V,re,4
2009,V,re,2
2010,A,re,3
2011,V,are,4
2012,V,are,6
2013,A,re,3
2014,A,,0
2015,V,re,4
2016,V,are,1
2017,A,,0
2018,V,re,2
2019,V,are,8
2020,V,,0
2021,V,re,5
2022,V,are,4
2023,N,,0
2024,V,re,2
2025,V,,0
2026,V,re,4
2027,N,,0
2028,V,re,3
2029,V,re,3
2030,V,re,2
2031,V,iare,6
2032,V,are,5
2033,V,re,3
2034,V,re,4
2035,V,re,4
2036,V,re,3
2037,A,a,1
2038,V,are,1
2039,N,,0
2040,V,re,2
2041,V,re,2
2042,V,re,2
2043,V,,3
2044,N,e,1
2045,V,,0
2046,V,are,6
2047,V,re,2
2048,V,are,1
2049,V,re,2
2050,V,re,5
2051,V,re,1
2052,V,e,2
2053,V,re,2
2054,V,re,3
2055,V,re,4
2056,V,,0
2057,V,are,5
2058,A,o,2
2059,N,,0
2060,V,are,8
2061,V,are,6
2062,V,re,3
2063,V,re,0
2064,A,uto,3
2065,V,are,3
2066,V,re,2
2067,V,re,3
2068,V,are,1
2069,V,re,2
2070,V,re,2
2071,V,are,4
2072,N,o,1
2073,A,o,1
2074,V,are,6
2075,V,re,3
2076,V,are,1
2077,V,re,1
2078,V,are,2
2079,A,o,1
2080,V,are,7
2081,V,re,3
2082,V,are,4
2083,N,to,2
2084,N,e,1
2085,V,re,2
2086,V,re,0
2087,V,re,3
2088,V,are,1
2089,V,are,7
2090,A,are,1
2091,V,are,7
2092,V,re,4
2093,V,re,3
2094,N,,0
2095,V,re,2
2096,V,,2
2097,V,are,3
2098,V,e,2
2099,V,are,2
2100,V,re,2
2101,V,re,0
2102,A,e,1
2103,V,are,1
2104,V,re,5
2105,N,,0
2106,V,re,3
2107,V,re,4
2108,V,re,1
2109,V,e,2
2110,A,,0
2111,V,re,3
2112,V,are,5
2113,V,are,5
2114,V,are,3
2115,N,,0
2116,V,re,4
2117,A,rre,1
2118,V,are,4
2119,V,re,3
2120,V,are,4
2121,V,e,3
2122,V,ettere,5
2123,V,re,3
2124,V,are,6
2125,V,are,1
2126,N,e,1
2127,A,o,1
2128,V,,2
2129,V,are,4
2130,N,e,1
2131,N,,0
2132,A,o,1
2133,V,re,2
2134,V,are,8
2135,V,re,3
2136,A,,0
2137,V,are,1
2138,V,re,2
2139,A,re,3
2140,V,are,6
2141,A,o,1
2142,V,are,3
2143,V,are,6
2144,A,o,1
2145,V,are,4
2146,V,are,6
2147,V,re,2
2148,V,re,2
2149,V,are,2
2150,V,re,1
2151,V,e,2
2152,V,re,4
2153,V,,0
2154,V,re,5
2155,N,,0
2156,V,e,2
2157,V,re,4
2158,V,are,4
2159,V,are,4
2160,V,are,6
2161,V,re,0
2162,V,are,4
2163,V,re,4
2164,V,are,5
2165,V,are,3
2166,V,e,1
2167,V,re,3
2168,V,are,6
2169,A,re,3
2170,V,re,0
2171,V,are,3
2172,V,are,6
2173,N,,0
2174,N,o,1
2175,V,are,1
2176,V,re,2
2177,V,re,0
2178,V,re,3
2179,V,re,4
2180,V,iare,6
2181,V,re,4
2182,V,re,5
2183,N,e,1
2184,V,are,6
2185,V,re,2
2186,A,e,1
2187,V,re,4
2188,V,ire,1
2189,V,iare,6
2190,A,,0
2191,V,are,8
2192,V,re,2
2193,V,are,2
2194,V,are,4
2195,A,o,1
2196,V,re,3
2197,V,are,4
2198,V,are,6
2199,V,e,0
2200,V,e,4
2201,V,re,3
2202,V,are,2
2203,V,are,1
2204,V,e,3
2205,V,re,2
2206,V,re,4
2207,V,re,2
2208,V,re,3
2209,V,e,4
2210,V,,0
2211,V,ere,4
2212,V,are,4
2213,V,,3
2214,V,,3
2215,V,ire,3
2216,V,e,2
2217,A,re,3
2218,V,are,1
2219,V,re,4
2220,V,,3
2221,V,re,5
2222,V,re,3
2223,V,are,3
2224,V,e,3
2225,V,are,5
2226,V,re,3
2227,V,re,3
2228,V,re,2
2229,V,are,6
2230,N,a,2
2231,V,re,3
2232,V,re,1
2233,V,re,0
2234,V,re,1
2235,V,,2
2236,V,re,5
2237,V,re,3
2238,V,are,1
2239,V,are,3
2240,V,re,3
2241,V,re,2
2242,V,re,0
2243,V,re,4
2244,A,,0
2245,V,e,2
2246,V,re,5
2247,V,re,4
2248,V,are,1
2249,V,are,6
2250,A,o,1
2251,V,are,6
2252,V,e,3
2253,V,are,4
2254,V,are,3
2255,V,re,4
2256,V,re,3
2257,V,,0
2258,V,e,3
2259,V,are,6
2260,V,are,5
2261,N,a,1
2262,V,are,3
2263,V,,0
2264,V,are,4
2265,V,e,2
2266,N,a,1
2267,V,re,2
2268,V,re,5
2269,A,re,3
2270,V,re,2
2271,V,re,3
2272,V,re,3
2273,V,re,5
2274,V,re,5
2275,V,are,3
2276,V,are,6
2277,V,are,5
2278,V,re,2
2279,V,re,5
2280,V,re,2
2281,V,re,3
2282,V,are,5
2283,V,ere,3
2284,V,re,3
2285,V,are,6
2286,V,ere,1
2287,A,o,1
2288,V,re,2
2289,V,re,4
2290,V,rre,5
2291,A,o,1
2292,V,re,0
2293,V,,0
2294,V,,3
2295,V,re,2
2296,V,re,2
2297,A,e,1
2298,V,are,5
2299,V,re,3
2300,V,re,2
2301,V,re,3
2302,V,re,1
2303,V,re,0
2304,V,are,5
2305,V,are,6
2306,V,re,2
2307,V,re,3
2308,N,a,1
2309,V,are,5
2310,V,are,6
2311,V,re,2
2312,V,ire,4
2313,V,iare,8
2314,V,re,3
2315,V,are,7
2316,V,are,8
2317,V,re,4
2318,V,are,8
2319,V,e,3
2320,V,,5
2321,V,re,3
2322,V,are,6
2323,V,are,6
2324,V,are,4
2325,V,are,7
2326,A,,0
2327,V,re,3
2328,N,e,1
2329,V,are,6
2330,V,,3
2331,V,are,5
2332,V,re,2
2333,V,re,2
2334,V,re,1
2335,V,are,4
2336,V,are,2
2337,N,,0
2338,V,e,6
2339,V,,1
2340,V,are,1
2341,N,,0
2342,V,e,0
2343,V,re,4
2344,V,are,5
2345,V,re,3
2346,V,are,8
2347,V,re,4
2348,V,re,3
2349,V,re,4
2350,A,re,3
2351,V,are,3
2352,V,are,6
2353,V,are,3
2354,A,o,2
2355,V,,0
2356,V,are,1
2357,V,re,3
2358,A,re,3
2359,V,are,6
2360,V,re,2
2361,N,are,1
2362,V,,2
2363,V,ere,3
2364,V,re,5
2365,V,re,2
2366,V,are,4
2367,V,are,5
2368,V,iare,6
2369,V,re,4
2370,N,are,1
2371,A,,0
2372,A,o,1
2373,V,are,4
2374,V,are,4
2375,N,e,1
2376,V,are,3
2377,V,are,4
2378,V,re,3
2379,V,are,4
2380,V,re,3
2381,V,ere,2
2382,A,,1
2383,V,re,2
2384,V,re,2
2385,V,,0
2386,V,re,5
2387,V,re,3
2388,V,re,4
2389,V,re,2
2390,A,o,1
2391,V,re,2
2392,V,e,0
2393,N,,0
2394,V,are,7
2395,V,re,3
2396,V,are,6
2397,V,are,7
2398,A,re,3
2399,V,re,3
2400,N,,0
2401,V,re,5
2402,V,are,1
2403,V,are,2
2404,V,ggere,1
2405,V,re,2
2406,V,re,2
2407,V,re,3
2408,V,re,4
2409,V,are,1
2410,A,o,2
2411,V,re,3
2412,V,are,6
2413,V,are,5
2414,A,a,2
2415,V,re,3
2416,V,re,2
2417,V,are,6
2418,V,re,1
2419,V,re,5
2420,V,re,0
2421,V,e,3
2422,V,e,3
2423,A,o,1
2424,V,are,4
2425,V,re,4
2426,V,ere,4
2427,A,,0
2428,V,re,4
2429,V,re,3
2430,V,are,3
2431,V,re,4
2432,V,are,6
2433,A,o,0
2434,V,are,5
2435,A,re,3
2436,V,re,3
2437,N,,0
2438,A,re,3
2439,A,re,3
2440,V,are,3
2441,A,o,1
2442,N,a,1
2443,V,are,7
2444,V,are,9
2445,V,re,4
2446,A,o,1
2447,V,re,0
2448,V,are,3
2449,V,e,0
2450,V,re,3
2451,V,re,3
2452,V,re,1
2453,V,re,2
2454,V,are,6
2455,V,are,1
2456,V,ere,1
2457,V,ere,1
2458,V,re,3
2459,N,a,0
2460,V,re,3
2461,V,re,4
2462,A,o,0
2463,V,ere,2
2464,V,are,6
2465,V,re,3
2466,V,are,6
2467,A,re,3
2468,V,e,2
2469,V,are,1
2470,V,are,3
2471,V,e,2
2472,V,re,3
2473,V,re,2
2474,V,are,4
2475,V,are,1
2476,V,,0
2477,N,o,0
2478,V,re,2
2479,V,e,2
2480,V,re,2
2481,N,,0
2482,V,re,2
2483,A,o,1
2484,V,are,6
2485,V,are,4
2486,V,are,1
2487,V,e,0
2488,V,re,2
2489,V,e,2
2490,V,e,2
2491,V,are,7
2492,V,are,2
2493,A,,0
2494,V,re,1
2495,V,are,6
2496,V,are,2
2497,N,e,1
2498,V,are,6
2499,V,are,6
2500,V,re,2
2501,V,are,4
2502,V,re,4
2503,V,re,2
2504,V,rire,2
2505,V,are,4
2506,V,re,0
2507,V,are,1
2508,V,,3
2509,V,gere,3
2510,V,re,4
2511,N,,0
2512,V,ire,2
2513,V,are,4
2514,V,re,3
2515,V,re,5
2516,V,re,2
2517,V,re,4
2518,V,re,1
2519,V,are,6
2520,V,,4
2521,V,re,4
2522,N,e,1
2523,A,,0
2524,V,re,1
2525,V,re,3
2526,V,are,5
2527,A,e,1
2528,V,are,4
2529,A,re,3
2530,A,,0
2531,V,are,6
2532,V,are,6
2533,V,are,0
2534,V,re,2
2535,V,re,3
2536,V,are,4
2537,V,are,1
2538,V,re,3
2539,V,re,2
2540,V,are,3
2541,V,are,4
2542,V,re,4
2543,V,re,1
2544,V,e,0
2545,V,re,2
2546,V,re,1
2547,V,re,2
2548,V,are,4
2549,V,re,3
2550,V,,3
2551,V,re,3
2552,V,re,2
2553,N,,1
2554,V,re,3
2555,V,re,1
2556,V,are,1
2557,V,ere,2
2558,V,are,7
2559,V,re,4
2560,A,re,3
2561,V,re,2
2562,N,o,1
2563,A,erto,4
2564,A,ire,4
2565,V,re,1
2566,V,re,4
2567,V,re,3
2568,A,o,1
2569,V,e,3
2570,V,e,3
2571,V,are,7
2572,V,are,4
2573,V,ndere,3
2574,V,re,0
2575,V,,0
2576,V,are,6
2577,V,re,3
2578,V,e,3
2579,A,,0
2580,V,re,3
2581,V,e,2
2582,V,re,3
2583,V,,2
2584,V,are,4
2585,V,re,3
2586,V,are,3
2587,A,,0
2588,V,are,4
2589,V,are,6
2590,V,re,1
2591,A,re,3
2592,V,re,3
2593,V,iare,6
2594,V,re,3
2595,V,ere,4
2596,N,o,1
2597,V,re,3
2598,V,are,5
2599,V,,5
2600,V,re,3
2601,N,o,0
2602,N,are,1
2603,V,are,3
2604,A,o,1
2605,V,e,0
2606,V,are,6
2607,V,,0
2608,V,are,5
2609,A,o,2
2610,N,,0
2611,V,are,5
2612,N,e,1
2613,V,ere,3
2614,V,re,3
2615,N,o,1
2616,V,are,3
2617,V,are,4
2618,V,re,2
2619,V,are,4
2620,V,re,2
2621,V,re,3
2622,V,are,6
2623,V,re,4
2624,V,re,2
2625,V,re,3
2626,V,e,4
2627,V,are,1
2628,V,are,4
2629,V,,3
2630,V,re,3
2631,A,re,3
2632,V,re,2
2633,V,are,5
2634,V,re,2
2635,V,re,3
2636,V,iare,6
2637,V,re,1
2638,V,are,8
2639,V,are,3
2640,V,iare,4
2641,V,are,6
2642,V,are,6
2643,V,re,2
2644,V,re,5
2645,A,re,3
2646,V,are,4
2647,V,e,0
2648,V,re,4
2649,N,e,1
2650,V,re,3
2651,V,re,5
2652,V,are,8
2653,A,,0
2654,V,e,3
2655,A,o,1
2656,V,re,5
2657,V,are,4
2658,V,re,2
2659,V,re,2
2660,V,,0
2661,V,are,6
2662,V,re,1
2663,V,re,3
2664,N,,0
2665,V,,1
2666,V,re,3
2667,V,are,3
2668,A,hiato,1
2669,V,re,6
2670,A,re,3
2671,V,re,2
2672,V,are,5
2673,V,re,5
2674,N,o,0
2675,V,,0
2676,V,re,2
2677,V,re,2
2678,V,,1
2679,V,are,4
2680,V,are,2
2681,V,re,2
2682,V,are,4
2683,N,,0
2684,V,re,1
2685,V,re,0
2686,V,re,2
2687,V,are,3
2688,V,are,5
2689,V,,2
2690,V,are,7
2691,V,re,3
2692,V,re,1
2693,V,re,5
2694,V,are,1
2695,V,re,2
2696,V,are,1
2697,A,e,1
2698,V,are,6
2699,V,e,3
2700,V,are,6
2701,V,re,2
2702,V,,1
2703,V,lere,5
2704,V,re,2
2705,N,,0
2706,V,e,3
2707,V,re,3
2708,V,e,0
2709,V,nire,6
2710,V,are,1
2711,V,re,2
2712,N,a,1
2713,V,re,2
2714,V,are,4
2715,V,re,3
2716,V,are,4
2717,V,re,4
2718,V,re,2
2719,V,re,3
2720,N,,0
2721,V,re,4
2722,V,re,5
2723,V,re,3
2724,V,are,5
2725,A,,0
2726,V,re,5
2727,V,re,3
2728,V,are,6
2729,N,,0
2730,V,re,4
2731,V,re,3
2732,N,,0
2733,V,re,5
2734,V,re,2
2735,A,,0
2736,V,re,3
2737,V,re,4
2738,A,re,3
2739,V,are,3
2740,A,o,1
2741,A,e,0
2742,V,re,2
2743,V,re,4
2744,A,re,3
2745,V,are,5
2746,V,are,3
2747,V,e,2
2748,V,are,4
2749,V,re,3
2750,V,re,1
2751,V,are,3
2752,V,nere,6
2753,N,,0
2754,V,re,1
2755,V,,1
2756,V,,0
2757,V,re,1
2758,V,re,4
2759,V,re,2
2760,V,are,1
2761,A,o,1
2762,V,re,2
2763,V,re,2
2764,V,re,5
2765,V,re,5
2766,A,o,1
2767,N,a,1
2768,V,re,1
2769,V,are,5
2770,V,are,1
2771,V,are,4
2772,V,,3
2773,N,e,1
2774,V,are,3
2775,V,are,7
2776,V,are,4
2777,V,are,6
2778,V,are,5
2779,A,o,1
2780,V,ere,1
2781,V,are,3
2782,V,re,4
2783,V,re,3
2784,V,ere,3
2785,V,re,2
2786,V,e,1
2787,V,are,3
2788,N,,0
2789,V,re,3
2790,V,ere,1
2791,V,re,4
2792,V,re,2
2793,V,are,7
2794,V,are,6
2795,N,,0
2796,V,are,1
2797,N,o,1
2798,N,e,1
2799,V,e,0
2800,V,re,2
2801,V,dere,1
2802,A,o,1
2803,V,ere,6
2804,V,are,1
2805,N,o,1
2806,V,re,2
2807,V,re,3
2808,V,are,3
2809,V,re,2
2810,V,are,3
2811,V,are,4
2812,V,are,7
2813,V,are,3
2814,V,re,2
2815,V,re,3
2816,V,are,3
2817,V,e,2
2818,V,are,4
2819,V,re,4
2820,N,o,0
2821,V,are,6
2822,V,re,3
2823,V,re,3
2824,V,are,7
2825,V,e,3
2826,V,re,4
2827,V,are,4
2828,V,are,5
2829,V,re,1
2830,V,are,3
2831,V,re,2
2832,V,re,5
2833,V,are,4
2834,V,re,2
2835,V,re,1
2836,V,are,3
2837,V,e,3
2838,V,cere,4
2839,V,re,3
2840,V,are,4
2841,V,e,3
2842,V,re,3
2843,V,,3
2844,V,e,4
2845,N,,0
2846,V,are,3
2847,V,are,4
2848,V,re,2
2849,V,are,4
2850,V,re,3
2851,V,e,0
2852,A,,0
2853,A,,0
2854,N,o,1
2855,V,e,0
2856,A,,0
2857,V,re,4
2858,N,e,1
2859,V,re,3
2860,V,,3
2861,V,e,0
2862,V,enere,4
2863,N,,0
2864,V,are,2
2865,V,are,4
2866,V,re,4
2867,A,o,1
2868,V,are,5
2869,A,o,1
2870,V,re,4
2871,N,o,1
2872,N,are,1
2873,V,are,4
2874,A,o,1
2875,N,e,1
2876,V,are,6
2877,V,are,4
2878,V,are,3
2879,V,are,5
2880,V,re,5
2881,V,re,3
2882,V,re,1
2883,V,ere,4
2884,V,re,3
2885,V,re,4
2886,V,re,2
2887,V,re,2
2888,V,,1
2889,V,are,4
2890,V,re,4
2891,V,re,3
2892,V,re,5
2893,N,o,1
2894,V,re,2
2895,V,,5
2896,V,re,0
2897,V,ire,1
2898,A,o,1
2899,A,,0
2900,V,are,4
2901,V,are,4
2902,V,,0
2903,V,re,4
2904,A,re,3
2905,V,ere,3
2906,V,re,2
2907,V,are,6
2908,V,re,3
2909,A,,0
2910,V,re,3
2911,V,re,2
2912,V,re,4
2913,V,,5
2914,V,are,3
2915,V,re,3
2916,V,,0
2917,V,re,2
2918,V,re,3
2919,V,re,5
2920,A,o,1
2921,V,re,2
2922,V,re,2
2923,V,iare,6
2924,A,o,1
2925,V,,0
2926,V,are,3
2927,V,re,3
2928,A,e,1
2929,V,re,1
2930,V,re,2
2931,A,re,3
2932,V,,4
2933,V,re,2
2934,V,are,1
2935,N,e,1
2936,V,e,0
2937,V,re,0
2938,A,o,1
2939,V,re,5
2940,V,are,6
2941,V,re,2
2942,V,are,3
2943,V,,0
2944,V,are,3
2945,V,re,4
2946,A,re,3
2947,A,e,1
2948,V,re,3
2949,V,e,3
2950,N,a,1
2951,V,ire,0
2952,V,are,1
2953,V,re,2
2954,V,e,1
2955,V,are,4
2956,V,re,3
2957,V,are,6
2958,A,,0
2959,V,are,1
2960,V,e,3
2961,V,,0
2962,N,e,1
2963,V,re,3
2964,V,re,3
2965,N,,0
2966,V,re,3
2967,A,o,1
2968,V,re,2
2969,V,are,7
2970,V,are,1
2971,V,are,4
2972,V,re,4
2973,V,ere,3
2974,A,,1
2975,V,are,3
2976,V,re,5
2977,V,re,2
2978,V,,3
2979,V,ere,4
2980,A,,0
2981,A,,1
2982,A,,0
2983,V,iare,8
2984,V,re,2
2985,V,re,2
2986,N,e,1
2987,V,are,1
2988,N,,0
2989,V,re,3
2990,V,ere,4
2991,V,are,4
2992,V,are,5
2993,V,ire,1
2994,V,re,2
2995,N,o,1
2996,V,,3
2997,V,are,6
2998,V,are,7
2999,V,re,2
3000,V,are,3
3001,V,,3
3002,V,re,1
3003,V,are,1
3004,V,re,4
3005,V,re,2
3006,V,e,2
3007,V,re,2
3008,V,re,3
3009,V,are,6
3010,N,,0
3011,A,,0
3012,V,re,4
3013,V,iare,6
3014,V,e,3
3015,V,are,5
3016,V,,0
3017,V,are,1
3018,V,ere,3
3019,V,re,1
3020,V,re,2
3021,N,o,1
3022,V,iare,4
3023,N,a,1
3024,N,o,0
3025,V,re,2
3026,V,are,6
3027,N,,0
3028,V,re,3
3029,V,re,2
3030,V,are,3
3031,V,are,7
3032,V,re,0
3033,V,re,5
3034,A,re,3
3035,V,re,4
3036,V,re,2
3037,V,,3
3038,A,re,3
3039,V,,4
3040,V,re,4
3041,V,re,2
3042,A,,0
3043,V,re,1
3044,N,e,1
3045,N,o,1
3046,V,re,2
3047,V,are,3
3048,V,re,4
3049,N,sso,3
3050,V,re,1
3051,V,e,0
3052,V,iare,5
3053,V,iare,6
3054,V,e,1
3055,V,e,2
3056,V,e,1
3057,V,are,5
3058,V,re,0
3059,A,re,3
3060,V,re,3
3061,V,ere,2
3062,N,a,1
3063,V,re,2
3064,V,re,4
3065,V,are,3
3066,V,are,4
3067,V,e,3
3068,V,are,4
3069,V,e,0
3070,V,,2
3071,V,e,1
3072,V,ire,1
3073,A,re,3
3074,V,re,2
3075,V,are,5
3076,V,re,4
3077,V,re,2
3078,V,re,2
3079,V,,2
3080,V,ire,2
3081,V,,4
3082,V,e,2
3083,V,are,7
3084,V,,5
3085,V,are,3
3086,N,a,1
3087,V,re,1
3088,V,re,0
3089,N,,0
3090,V,re,3
3091,V,e,0
3092,V,re,2
3093,V,,0
3094,A,o,1
3095,V,are,6
3096,V,are,1
3097,V,re,3
3098,V,are,7
3099,V,re,2
3100,V,are,7
3101,V,are,4
3102,V,re,1
3103,V,re,2
3104,V,are,4
3105,V,e,1
3106,V,are,4
3107,V,re,1
3108,V,are,8
3109,V,,3
3110,A,hiato,1
3111,V,are,5
3112,V,e,1
3113,N,,0
3114,N,,0
3115,V,re,4
3116,V,re,4
3117,A,o,0
3118,V,re,4
3119,V,are,4
3120,N,o,0
3121,V,are,6
3122,V,re,2
3123,V,are,8
3124,V,are,6
3125,V,are,5
3126,V,re,4
3127,V,rre,6
3128,V,re,3
3129,V,re,2
3130,V,re,4
3131,V,re,0
3132,N,a,1
3133,N,o,1
3134,V,re,0
3135,V,are,8
3136,V,ere,4
3137,V,re,2
3138,V,are,4
3139,V,re,3
3140,V,are,2
3141,V,re,2
3142,N,a,1
3143,V,are,1
3144,V,re,2
3145,N,,0
3146,V,re,2
3147,V,gere,2
3148,V,re,4
3149,A,o,1
3150,V,re,2
3151,V,are,4
3152,V,o,1
3153,V,re,4
3154,V,rre,5
3155,A,re,3
3156,V,re,3
3157,A,rre,5
3158,V,re,5
3159,V,re,4
3160,V,,2
3161,V,nire,5
3162,A,re,3
3163,V,are,3
3164,V,re,2
3165,V,iare,6
3166,V,re,3
3167,V,re,5
3168,V,are,6
3169,V,re,3
3170,V,re,3
3171,V,are,3
3172,V,are,3
3173,V,are,6
3174,V,re,2
3175,V,re,3
3176,V,ere,5
3177,V,are,6
3178,V,re,3
3179,V,re,3
3180,V,are,6
3181,V,are,6
3182,V,re,3
3183,V,re,2
3184,V,re,2
3185,V,re,2
3186,V,re,3
3187,V,re,5
3188,V,re,2
3189,A,re,3
3190,V,re,3
3191,V,re,3
3192,V,re,4
3193,V,are,3
3194,A,o,1
3195,V,e,0
3196,V,,0
3197,V,are,2
3198,V,re,2
3199,V,re,3
3200,V,re,3
3201,V,re,1
3202,V,e,0
3203,V,re,2
3204,V,re,2
3205,V,are,6
3206,V,re,3
3207,V,re,3
3208,A,o,1
3209,A,,0
3210,V,re,3
3211,A,o,1
3212,A,to,2
3213,V,re,1
3214,N,,0
3215,V,are,5
3216,V,re,4
3217,V,are,3
3218,N,o,1
3219,V,re,2
3220,V,are,3
3221,V,e,2
3222,V,are,4
3223,V,re,4
3224,A,o,1
3225,N,e,1
3226,V,re,2
3227,V,are,8
3228,V,are,7
3229,V,,0
